nombre,apodo,profesion,categoria
patricio valladares,N/A,director de cine;guionista,cine
mario velasco carvallo,N/A,director de cine,cine
andres waissbluth weinstein,N/A,director de cine;pintor;musico;guionista;productor,entretenimiento
andres wood montt,N/A,director de cine;guionista;productor de cine,cine
jorge salvador yacoman saavedra,N/A,director de cine;escritor,literatura
abelardo bustamante,N/A,escultor;pintor,arte
armando lira,N/A,pintor,arte
leonardo andres lobos lagos,N/A,poeta;ensayista;traductor;artista visual;gestor cultural,literatura
oscar tomas vega etcheverry,oskar,pintor;ilustrador;historietista,arte
ramon toro gutierrez,N/A,pintor,arte
waldo valenzuela,N/A,pintor;profesor;academico,ciencia
alberto montealegre,N/A,arquitecto;investigador;academico,ciencia
sergio ramiro fernandez fernandez,N/A,abogado;politico,politica
veronica figueroa huencho,N/A,profesora;politica,ciencia
alberto martinez quezada,N/A,ingeniero civil;academico;politico,politica
fernando munoz porras,N/A,medico cirujano;pediatra;academico;profesor;politico,politica
francisco orrego bauza,N/A,abogado;politico,politica
maria teresa pereira larrain,N/A,historiadora;academica,N/A
rodrigo torres alvarado,N/A,musicologo;etnomusicologo;catedratico de universidad,N/A
angelica verdugo,N/A,medica cirujana;politica,N/A
nano acevedo,N/A,compositor,N/A
luis archibaldo de lourdes advis vitaglich,N/A,compositor,N/A
luis aguirre pinto,N/A,compositor,N/A
calatambo albarracin,N/A,compositor de canciones,N/A
pedro humberto allende saron,N/A,compositor;pianista;profesor,ciencia
diego alonso musico,N/A,musico;cantante;cantautor;compositor,entretenimiento
alejandro fernando amenabar cantos,N/A,director;guionista;productor;compositor,cine
juan amenabar,N/A,compositor,entretenimiento
rene amengual astaburuaga,N/A,compositor;pianista,entretenimiento
elyanna,N/A,cantante;compositora;actriz,entretenimiento
maria francesca ancarola saavedra,N/A,cantante;compositor,entretenimiento
mario luis argandona galetti,N/A,compositor;musico;cantante;productor discografico,entretenimiento
jorge bernardo arriagada,N/A,compositor;compositor de bandas sonoras,entretenimiento
guillermo rodrigo aste von bennewitz,N/A,musico;compositor;arreglista musical;productor discografico,entretenimiento
jose vicente jesus asuar puiggros,N/A,compositor,entretenimiento
jaime atria ramirez,N/A,musico;compositor,entretenimiento
carlos felipe azocar carcamo,charlie;azcar;charlie sogar,musico;compositor;vocalista;productor discografico;guitarrista,entretenimiento
luis bahamonde,N/A,compositor,N/A
guillermo alfonso bascunan dockendorff,N/A,compositor;cantante;folclorista;compositor de canciones;escritor;actor de television,entretenimiento
guillermo basterrechea,guillermo,interprete;cantautor,N/A
gustavo becerraschmidt,N/A,compositor;profesor de musica;profesor universitario;musicologo,ciencia
joakin bello,N/A,compositor * songwriter * productor discografico * escritor,literatura
erick berrios,N/A,cantantecompositor,entretenimiento
francisco vicente german bianchi alarcon,N/A,compositor;director de orquesta;pianista;musico,entretenimiento
prospero bisquertt prado,N/A,compositor,N/A
andres bobe quinteros,N/A,musico;productor,entretenimiento
carlos botto vallarino,N/A,compositor;profesor de musica;profesor universitario;pianista,ciencia
cristobal ignacio briceno aburto,N/A,cantante;compositor;guitarrista.,entretenimiento
carlos cabezas rocuant,N/A,musico;compositor;productor,entretenimiento
rene calderon,N/A,compositor,N/A
ramon campbell,N/A,antropologo;compositor,N/A
josep de campderros i pascual,N/A,maestro de capilla;compositor;organista;director de coro,cine
jorge campos musico,N/A,compositor,N/A
armando carvajal quiroz,N/A,director de orquesta;compositor,cine
juan casanova vicuna,N/A,compositor;director de orquesta,cine
benito cerati amenabar,N/A,cantante;compositor;musico,entretenimiento
javier astudillo zapata,dann,cantante;compositor;musico,entretenimiento
maria catalina claro perez,N/A,pianista;musica;compositora,N/A
juan coderch,N/A,percusionista;compositor,N/A
maria magdalena ortiz panatt,N/A,cantante;pianista,entretenimiento
acario cotapos baeza,N/A,compositor;profesor de musica,ciencia
marcelo coulon larranaga,N/A,musico,entretenimiento
maria paz court mesa,N/A,cantante;musica,entretenimiento
cristian crisosto,N/A,musico;compositor;profesor,entretenimiento
rodrigo humberto cuadra burgoa,pera;pera cuadra,musico;compositor;bajista;presentador de television;critico de cine;productor;director de cine,entretenimiento
luis alberto cuevas olmedo,beto cuevas,cantante;actor;disenador grafico;musico;modelo;compositor;artista plastico;productor musical,entretenimiento
eulogio davalos llanos,N/A,guitarrista clasico;compositor,N/A
jaime augusto de aguirre hoffa,N/A,empresario;compositor;productor,negocios
fabrizzio de negri,N/A,compositor,N/A
esmeralda gonzalez letelier,guadalupe del carmen,cantante;compositora,entretenimiento
macarena del pilar torres honorato,maca del pilar,cantante;compositora de canciones,entretenimiento
tomas ignacio del real rogers,N/A,compositor;compositor de canciones;guitarrista,N/A
sebastian soto chacon,el viaje de sethcosmosonicos,cantante;musico;compositor;director de videos musicales,entretenimiento
roberto falabella correa,N/A,compositor,N/A
enrique motto arenas,chito faro,compositor;actor;cantante;poeta,entretenimiento
francisco flores del campo,N/A,interprete;compositor,N/A
nina frick asenjo de carvallo,N/A,pianista;compositora,N/A
hernan gallardo,N/A,cantante;compositor,entretenimiento
christian galvez musico,N/A,compositor;bajista;productor discografico,cine
nino enrique garcia nunez,N/A,cantante;compositor;pianista;arreglador.,entretenimiento
luigi stefano giarda,N/A,compositor;director de orquesta;violonchelista;profesor,ciencia
jose nicolas goles radnic,N/A,cantante;musico,entretenimiento
luis checho gonzalez,checho,cantautor;folclorista;compositor,N/A
sergio hernan gonzalez morales,tilo gonzalez,composicion;baterista,N/A
ernesto guarda carrasco,N/A,compositor;pedagogo,N/A
alejandro patricio guarello finlay,N/A,compositor;director de orquesta,cine
federico guzman,N/A,compositor;pianista,N/A
viviana guzman,N/A,bailarina;compositora;musica;poeta,literatura
alvaro felipe henriquez pettinelli,N/A,musico;compositor;productor,entretenimiento
gonzalo henriquez,N/A,musico;poeta,entretenimiento
francisco hernandez armengol,gabito,compositor;locutor.,periodismo
paula herrera espinoza,la paula herrera,cantante;compositora;productora,entretenimiento
pablo arturo del sagrado corazon herrera rogers,N/A,cantante;compositor de canciones,entretenimiento
ernesto holman,N/A,bajista;musico;compositor,entretenimiento
rosario hueicha,N/A,folclorista cantante;compositora;recopiladora artesana;cultora,entretenimiento
carlos isamitt,N/A,compositor;pintor;musicologo;profesor.,ciencia
ivan patricio mena,cachalote,compositor;poeta;productor musical,literatura
jonattann israel gomez diaz,N/A,productor;rapero;compositor,cine
karla bustamante,N/A,cantante;compositor,entretenimiento
juan antonio labra illanes,michael jackson chileno,cantautor,N/A
maria pilar larrain irarrazabal,N/A,compositora;locutora,periodismo
mario lecaros venegas,el multiinstrumentista,musico;compositor;musico de jazz;multiinstrumentista;pianista,entretenimiento
pablo lecaros,N/A,bajista;musico;compositor,entretenimiento
roberto fernando lecaros venegas,maestro lecaros,pianista;compositor;musico,entretenimiento
tomas lefever chatterton,N/A,compositor;poeta,literatura
juan lemann,N/A,compositor;pianista,N/A
daniel julio lencina d'andrea,bachicha lencina,trompetista;compositor,N/A
alfonso leng haygus,N/A,compositor;odontologo,N/A
alfonso letelier llona,N/A,compositor;pianista,N/A
miguel letelier,N/A,compositor de canciones,N/A
carmela mackenna,N/A,compositora;profesora de musica;pianista,ciencia
maria magdalena matthey correa,N/A,cantante;guitarrista;compositora de canciones,entretenimiento
newen tahielcarlos maza,N/A,pianista;compositor,N/A
daniel alejandro montero montecinos,mc browen / browen / mc brow / shaman del f,cantante;productor;compositor,entretenimiento
eduardo mera,mera,cantantecompositor,entretenimiento
manuel merino,N/A,compositor;guitarrista,N/A
carlos miranda,N/A,actor;compositor;pianista,entretenimiento
natalia molina alanoca,N/A,cantautora,N/A
nicanor molinare rencoret,N/A,actor;compositor;cantante,entretenimiento
hugo moraga,N/A,musico;compositor;guitarrista,entretenimiento
elizabeth morris keller,eli,compositor;cantante;multiinstrumentista;arreglista.,entretenimiento
raul florcita alarcon rojas,florcita motuda,cantautor de musica experimental;rock;rock sicodelico;pop;surf rock;funk,N/A
harold ignacio caro gonzales,el dizz,cantante;compositor de canciones,entretenimiento
nicole l'huillier,N/A,artista;compositora;investigadora,ciencia
hernan raul nunez suri,nano nunez,musico,entretenimiento
pedro nunez navarrete,N/A,compositor;pedagogo,N/A
andres nusser,N/A,compositor;cantante;productor discografico,entretenimiento
ismael oddo arraras,N/A,compositor;interprete,N/A
juan orrego salas,N/A,compositor;arquitecto;musicologo;profesor,ciencia
sergio ernesto haroldo ortega alvarado,N/A,compositor;pianista;poeta;politico,politica
silvio paredes fernandez,N/A,musico,entretenimiento
colombina violeta clara parra tuca,N/A,cantante;guitarrista;bajista;arquitecta.,entretenimiento
jorge washington pena hen,N/A,concertista en piano;violadirector de orquesta,cine
osman perez freire,N/A,compositor;pianista;presidente de la sociedad argentina de autores;compositores,politica
petronila orellana,N/A,compositora;arpista,N/A
pedro subercaseaux garcia de la huerta,pedropiedra,compositor;musico;guitarrista;artista discografico,entretenimiento
alberto alfredo plaza aguirre,N/A,cantante;compositor,entretenimiento
daniel puente encina,daniel puente;dani puente,compositor;cantante;guitarrista;productor;compositor de musica para cine;actor.,entretenimiento
abelardo quinteros,N/A,compositor,N/A
rodrigo sebastian ratier,N/A,compositor;pianista;arreglador;director.,cine
alan reale,N/A,musico;compositor;docente;productor musical,entretenimiento
antonio restucci,N/A,compositor;guitarrista,N/A
carlos riesco,N/A,compositor,N/A
manuel robles gutierrez,N/A,compositor;violinista;guitarrista,N/A
pedro silva gonzalez,demian rodriguez,cantante;compositor,entretenimiento
mary rogers,N/A,escritora;periodista;locutora;conductora de television;entre otros.,entretenimiento
jorge rojas astorga,N/A,compositor;pianista,N/A
donato roman,N/A,compositor;compositor de canciones,N/A
mauricio rosenmann taub,N/A,poeta;pianista;compositor;profesor universitario,literatura
horacio saavedra nunez,N/A,compositor;musico;director de orquesta;arreglista musical;politico,politica
feliciano saldias,cachano,compositor;musico,entretenimiento
camilo salinas,N/A,musico,entretenimiento
horacio salinas alvarez,lorolorito,musico;compositor,entretenimiento
juan antonio sanchez dittborn,N/A,compositor;guitarrista,N/A
domingo santa cruz wilson,N/A,compositor;abogado;profesor,ciencia
sergio sauvalle,N/A,guitarrista;folclorista;compositor,N/A
roberto scherson,N/A,compositor;pianista,N/A
leon schidlowsky,N/A,pintor;compositor;profesor universitario;pianista,ciencia
federico schumacher,N/A,compositor;profesor universitario,ciencia
maria luisa sepulveda,N/A,pedagoga;compositora;investigadora,ciencia
jose seves sepulveda,N/A,musico,entretenimiento
maria eugenia silva fuentes,N/A,musica,N/A
clara irma solovera cortes,N/A,escritora;pedagoga;poetisa;musicologa,literatura
enrique soro,N/A,compositor;pianista;profesor,ciencia
jaime soto leon,N/A,compositor;arreglista;profesor,ciencia
sylvia soublette,N/A,compositora;gestora cultural;soprano;instrumentista;directora coral;profesora,ciencia
andres steinfort mulsow,N/A,compositor;teorico de la musica;pedagogo,N/A
fernando daniel stern britzmann,N/A,cantante;compositor,entretenimiento
juan cristobal tapia de veer,N/A,compositor;musico;productor discografico;compositor de bandas sonoras,entretenimiento
carlos tarque,N/A,cantante;compositor,entretenimiento
luis enrique urquidi holberton,N/A,cantautor;escritor;arreglador musical,literatura
jorge urrutia blondel,N/A,compositor;abogado;musicologo;profesor.,ciencia
pato valdivia,N/A,cantante;poeta;compositor,entretenimiento
eduardo valenzuela,eduardo valenzuela,musico;compositor;guitarrista;cantante;arreglista;jinglista,entretenimiento
alvaro veliz,N/A,musico,entretenimiento
cirilo vila,N/A,pianista;profesor universitario;compositor,ciencia
pedro villagra,N/A,compositor,N/A
jaime doimo vivanco skarneo,N/A,pianista;compositor,N/A
eduardo waghorn,N/A,musico;compositor;guitarrista;cantante;dibujante;poeta;abogado,entretenimiento
patricio german wang tapia,N/A,compositor;director;interprete,cine
wilfredo rolando labarca rolla,wildo,cantante;compositor,entretenimiento
joaquin zamacois;soler,N/A,compositor;musicologo;profesor de musica,ciencia
carlos zamora perez,N/A,compositor;director de orquesta,cine
jose zapiola cortes,N/A,compositor,N/A
julio zegers de landa,N/A,cantautor;musico;arquitecto,entretenimiento
pepe abad,N/A,locutor de radio;presentador de television,entretenimiento
jessica paola abudinen readi,N/A,periodista;presentadora de television,entretenimiento
tamara olga acosta zambra,N/A,actriz;actriz de television,entretenimiento
jorge eduardo aedo ocana,N/A,locutor;presentador de radio;television,entretenimiento
luna raquel albagli larsen,N/A,modelo;presentadora;bailarina;actriz;comediante;ingeniera quimica titulo profesional,entretenimiento
raul alcaino,N/A,ingeniero civil;empresario,negocios
sigrid alegria conrads,N/A,actriz;cantante;folclorista,entretenimiento
maria monserrat alvarez figueroa,monse,periodista;presentadora de television,entretenimiento
rafael luis araneda maturana,rafa;el tio conductor,periodista;presentador de television;locutor,entretenimiento
macarena rayen araya guerrero,N/A,locutora,periodismo
sergio ivan arenas maturana,N/A,presentador de television disenador industrial,entretenimiento
raquel eliana argandona de la fuente,N/A,presentadora de television;actriz;modelo;participante en concursos de belleza,entretenimiento
andrea alejandra aristegui armijo,N/A,periodista;presentadora de television,entretenimiento
carmen gloria arroyo garcia,N/A,presentadora de television;abogada,entretenimiento
maria soledad bacarreza trudgett,sole,psicologa;conductora de television,entretenimiento
carolina bazan,china,cocinero,N/A
gabriele benni,N/A,actor;empresario;presentador de television;comediante;cantante,entretenimiento
felipe eugenio bianchi leiton,N/A,periodista,periodismo
cecilia carolina bolocco fonck,N/A,miss universo ;presentadora de television;actriz;modelo;disenadora de moda;activista contra el cancer,entretenimiento
diana catalina bolocco fonck,N/A,periodista,periodismo
vanesa soledad borghi vidal,vane,modelo;presentadora,entretenimiento
carolina andrea brethauer roncagliolo,N/A,periodista;presentadora de television,entretenimiento
roberto andres bruce pruzzo,el torito,periodista de television,periodismo
matilde del carmen burgos silva,N/A,periodista;presentadora de television,entretenimiento
jorge mauricio bustamante postel,N/A,periodista,periodismo
veronica gina calabi guzman,N/A,presentadora;conductora radiofonica,entretenimiento
justo camacho,N/A,presentador de television;profesor,entretenimiento
felipe humberto camiroaga fernandez,halcon de chicureo,actor;presentador de television,entretenimiento
daniella andrea campos lathrop,N/A,periodista;modelo;participante en concursos de belleza,periodismo
leonardo juan caprile febres,N/A,personalidad de radio;presentador de television,entretenimiento
martin andres carcamo papic,rubio natural,presentador de television;actor;personalidad de radio;actor de television,entretenimiento
scarleth joely cardenas villalobos,N/A,periodista;presentadora de television;locutora,entretenimiento
ennio carota,N/A,cocinero;empresario;presentador,entretenimiento
christopher alan carpentier del villar,N/A,presentador de television;chef;escritor;escritor de libros de cocina;restaurador;empresario,entretenimiento
eliana elisabeth de caso sais,N/A,presentadora de television;locutora,entretenimiento
jordi andree castell abusleme,N/A,fotografo;pintor;comentarista de espectaculos;presentador de television,entretenimiento
jaime ignacio celedon silva,N/A,actor;publicista,entretenimiento
jaime coloma tirapegui,N/A,locutor,periodismo
claudia marcela conserva perez,N/A,actriz;modelo;presentadora de television,entretenimiento
karla andrea constant capetillo,N/A,periodista,periodismo
javiera isabel contador valenzuela,N/A,actriz;presentadora de television;locutora radial,entretenimiento
fabrizio antonio copano vera,N/A,actor;guionista;presentador de television,entretenimiento
nicolas copano,N/A,productor de television;columnista;guionista;emprendedor;realizador de directos;podcaster;periodista,negocios
maria luisa cordero velasquez,N/A,medica;escritora;politica,literatura
gino paolo costa silva,N/A,periodista,periodismo
emilia daiber,N/A,periodista;presentadora de television,entretenimiento
eduardo franto de la iglesia schuffeneger,N/A,presentador de television;actor,entretenimiento
carolina andrea de moras alvarado,carola;carolita,presentadora de television;actriz,entretenimiento
virginia demaria averill,N/A,chef,N/A
mariana sirvat derderian espinoza,N/A,actriz;presentadora de television;ingeniera comercial,entretenimiento
pamela andrea diaz saldias,la fiera,modelo;participante en concursos de belleza;presentadora de television,entretenimiento
karen sylvia doggenweiler lapuente,N/A,presentadora de television,entretenimiento
karin ebensperger,N/A,periodista;cientista politica;academica;consultora;comentarista de television,periodismo
carolina andrea escobar caffarena,N/A,periodista;presentadora de television,entretenimiento
patricia del sagrado corazon espejo freitas,N/A,periodista,periodismo
carolina fadic maturana,N/A,actriz;presentadora de television,entretenimiento
paola falcone,N/A,presentadora de television;modelo,entretenimiento
isabel margarita fernandez ibarra,N/A,locutora;animadora,periodismo
mario luis kreutzberger blumenfeld,don francisco,presentador de television;escritor;presentador de talk show;autobiografo;filantropo;cantante;empresario;actor,entretenimiento
erdwin patricio frez cardenas,pato frez,presentador;locutor;pastor,entretenimiento
cristian andres de la fuente sabarots,N/A,presentador de television;actor de cine;modelo;actor de television;piloto de aviacion,entretenimiento
alfredo jose antonio fuentes cuevas,pollo fuentes,cantante;animador de television.,entretenimiento
daniel fuenzalida,exhuevo fuenzalida,presentador,entretenimiento
dominique anastasia gallego williams,N/A,opinologa;coanimadora de television,N/A
francisca garciahuidobro herman,fran garciahuidobro,actriz;presentadora de television,entretenimiento
irene bluthenthal geis,irene geis,periodista;escritora;presentadora de television;editora,entretenimiento
fernando godoy,nacho,presentador de television;actor,entretenimiento
maria luisa godoy,marilu,periodista;presentadora,entretenimiento
eva maria gomez sanchez,la espanola,presentadora de television,entretenimiento
alejandro guillier,N/A,periodista;sociologo;politico,politica
juan jose gurruchaga vergara,N/A,actor;actor de television,entretenimiento
ignacio jose gutierrez castillo,N/A,periodista;personalidad de radio;presentador de television,entretenimiento
maria fernanda hansen ramirez,N/A,periodista;conductora;locutora,entretenimiento
jose raul hernandez rosas,tio marcelo;marcelo de cachureos;cabezon,cantante;presentador de television.,entretenimiento
jorge enrique hevia flores,N/A,periodista;voleibolista;presentador de television,entretenimiento
sergio jose hirane sarkiz,checho hirane,presentador de television;locutor;ingeniero comercial;militar;personalidad de radio;humorista;actor de television,entretenimiento
pamela hodar,N/A,profesora;politica,ciencia
andrea francisca hoffmann vega,N/A,conductora radial,entretenimiento
mauricio israel,N/A,comentarista deportivo;presentador de television,entretenimiento
luis alberto jara cantillana,lucho jara,cantante;actor;presentador de television,entretenimiento
carmen maria jaureguiberry lanzacastelli de molina,N/A,asistente social;periodista,periodismo
gloria jimenez,N/A,locutora,periodismo
sebastian jimenez evans,lindorfo;doctor vet,veterinario;presentador de television,entretenimiento
margot inge kahl pingel,N/A,presentadora de television;modelo;ingeniero comercial.,entretenimiento
marcela faryde kaid escanilla,far,actriz de cine;teatro;televisionpresentadora de televisionmodelocantanteguitarristalocutora,entretenimiento
neilas katinas,N/A,coreografo,N/A
katarzyna helena kowaleczko henriquez,N/A,actriz,entretenimiento
vivian nina kreutzberger muchnick,N/A,presentadora de television,entretenimiento
nicolas enrique larrain de toro,N/A,presentador de television;locutor de radio;actor;comediante;musico;compositor;empresario,entretenimiento
mirella latorre blanco,N/A,actriz;presentadora de radio;television,entretenimiento
pamela le roy ramirez,N/A,periodista;modelo,periodismo
janine alexandra leal reyes,N/A,presentadora de television;modelo;nutricionista,entretenimiento
sol leyton,N/A,periodista;realizadora;presentadora,entretenimiento
yamna carolina lobos astorga,N/A,bailarina;presentadora de television;empresaria;actriz,entretenimiento
lucia veronica lopez guerra,N/A,periodista,periodismo
karol jesus lucero venegas,N/A,presentador;empresario;locutor;comunicador;dj,entretenimiento
erika patricia maldonado aravena,pat,cantante;presentadora de television;actriz;publicista;empresaria,entretenimiento
hector enrique maluenda meneses,N/A,presentador de television;locutor de radio.,entretenimiento
mandolino,mandolino,presentador de television;comediante;cantante;actor de television;personalidad televisiva,entretenimiento
gianella valentina marengo diaz,N/A,artista,arte
antonio enrique marquez allison,N/A,periodista;publicista;profesor;historiador chileno,ciencia
julio martinez pradanos,jumar;jota eme,comentarista deportivo,N/A
sergio leandro martinez cofre,N/A,cantante;entrenador vocal,entretenimiento
daniel ignacio matamala thomsen,N/A,periodista;escritor;editor;presentador;locutor;reportero,entretenimiento
raul matas esteban,el maestro,periodista;presentador de television;locutor,entretenimiento
maria francisca rosa merino garrido,N/A,actriz;presentadora de television,entretenimiento
carolina veronica mestrovic moroni,N/A,presentadora;cantante;actriz,entretenimiento
alejandro michel talento,N/A,guionista;locutor;presentador de television,entretenimiento
vanessa meriel claudia miller brescia,vane,escritora;actriz;directora de cine,entretenimiento
vladimiro mimica,N/A,periodista deportivo,periodismo
javier miranda munizaga,N/A,presentador de television;locutor,entretenimiento
jeannette andrea moenneloccoz soto,sita jeannette,modelo;actriz;presentadora,entretenimiento
andrea molina,N/A,actriz;politica;empresaria;presentadora de television,entretenimiento
magdalena montes ureta,maida,presentadora de television,entretenimiento
francisco javier enrique morande penafiel,N/A,presentador de television;empresario,entretenimiento
nicole andrea moreno moreno,lulilou lee,modelo;panelista;empresaria;bailarina;fisicoculturista,N/A
tomas antonio mosciatti olivieri,N/A,locutor radial;abogado;presentador de television,entretenimiento
carlo alberto von muhlenbrock pinto,N/A,chef;empresario;escritor de libros de cocina;presentador;restaurador;escritor;cocinero;locutor,entretenimiento
jorge omar navarrete maldonado,N/A,humorista;psicologo,entretenimiento
krishna navas de caso,N/A,presentadora de television;radio,entretenimiento
marina kunstmann oettinger,N/A,periodista;periodista radiofonico;presentadora de television,entretenimiento
jose antonio jorge neme abud,N/A,periodista;presentador de noticias,entretenimiento
daniela elsa nicolas gomez,N/A,actrizlocutorapresentadora de televisionmaquilladoramodelo,entretenimiento
denisse lillian laval soza,nicole,cantante;musico;compositora,entretenimiento
roberto luis nicolini barison,N/A,presentador de television actor,entretenimiento
paulina nin de cardona munoz,N/A,presentadora de television,entretenimiento
viviana nunes,N/A,modelo;presentadora,entretenimiento
carla fernanda ochoa penailillo,N/A,modelo,N/A
jose hernan olguin maibee,N/A,periodista,periodismo
maria soledad onetto gonzalez,N/A,periodista;presentadora de noticias,entretenimiento
valeria muriel ortega schettino,vale ortega,periodista;presentadora de television,entretenimiento
catalina isabel palacios galindo,kata,presentadora de television;cantante;actriz;bailarina,entretenimiento
karen liecelotte bejarano flores,karen paola,cantante;actriz;presentadora;personalidad de television,entretenimiento
fernando jose paulsen silva,N/A,periodista;presentador de television,entretenimiento
pedro natalio pavlovic urionabarrenechea,N/A,periodista deportivo;presentador de television;locutor de radio.,entretenimiento
santiago pavlovic urionabarrenechea,N/A,periodista;presentador de television;locutor de radio,entretenimiento
bernardo pelen,N/A,periodista,periodismo
constanza bernardita penna bruggemann,tati penna,cantante;compositora de canciones;presentadora de television;conductora radiofonica;periodista,entretenimiento
cristian alejandro perez oyarzo,cristian chico perez,discjockey;presentador de television,entretenimiento
monica ximena perez marin,N/A,periodista;presentadora de television,entretenimiento
giancarlo petaccia fasce,N/A,periodista;presentador de television;modelo;bloguero,entretenimiento
carlos nelson pinto sepulveda,N/A,periodista;presentador de television;narrador;guionista;escritor,entretenimiento
macarena enriqueta pizarro prieto,N/A,periodista,periodismo
roberto poblete,N/A,actor;locutor;presentador;politico,politica
savka nevenka pollak tomasevich,N/A,periodista;presentadora de tv,entretenimiento
hernan precht,N/A,arquitecto,N/A
maria catalina pulido anker,N/A,actriz;modelo,entretenimiento
juan pablo queralto aranguiz,negro cuma,periodista;presentador de television;payaso,entretenimiento
maria jose quintanilla sandoval,cote,cantante;compositora;actriz;presentadora de television,entretenimiento
heriberto antonio quinteros penaloza,N/A,periodista;presentador de noticias;locutor,entretenimiento
daniela jose aguayo maturana,N/A,actriz;comediante;guionista;directora teatral,entretenimiento
daniel alcaino cuevas,N/A,comediante;actor;actor de television,entretenimiento
juan alcayaga actor,N/A,actor;comediante,entretenimiento
edmundo arrocet von lohse,bigote arrocet,cantante;actor de cine,entretenimiento
carlos edmundo azua torres,chicho el enano maldito,actor;humorista;comediante,entretenimiento
ernesto belloni allendes,che copete,actor de television;comediante,entretenimiento
gloria angelica benavides nicolas,N/A,cantante;actriz;comediante,entretenimiento
guillermo benitez baigorrotegui,N/A,actor;comediante,entretenimiento
renata bravo,N/A,actriz,entretenimiento
luis rodolfo bravo alarcon,N/A,actor,entretenimiento
guillermo bruce,N/A,actor,entretenimiento
juan luis calderon perez,jaja calderon,comediante,entretenimiento
edo caroe,edo caroe,comediante;mago;locutor;podcaster;guionista de cine,entretenimiento
jenny alejandra cavallo faray,N/A,actriz,entretenimiento
maria julieta cifuentes soto,N/A,actriz,entretenimiento
paty cofre,N/A,comediante;actriz,entretenimiento
hermogenes alfonso henriquez rodriguez,hermogenes conache,comediante,entretenimiento
maria de la luz cuevas soto,N/A,actriz,entretenimiento
natalia milena cuevas tapia,N/A,cantante;comediante;imitadora;actriz,entretenimiento
janin day,N/A,transformista;animador;peluquero,N/A
iris del valle,N/A,actriz,entretenimiento
carolina delpiano,N/A,disenadora;comediante;escritora,entretenimiento
sergio dominguez molina,panqueque,actor;productor,entretenimiento
luis humberto dubo alfaro,N/A,actor,entretenimiento
alejandra selma duenas santander,jani duenas,actriz;comediante;activista por los derechos de las mujeres,entretenimiento
hector fernando farias lopez,N/A,actor;actor de cine,entretenimiento
rafael manuel verdugo bobadilla,felo;el trovador del humor,cantautor,N/A
daniel haroldo fica roa,bombo fica,comediante;actor;actor de television,entretenimiento
mauricio rodrigo flores cabezas,N/A,humorista,entretenimiento
jose miguel navarrete navarrete,la botota,comediante;transformista,entretenimiento
jorge silva campos,N/A,comediante,entretenimiento
francis francoise,francis francoisemauricio zenteno,actor;comediante;transformista,entretenimiento
sergio orlando freire diaz,N/A,actor;comediante;guionista,entretenimiento
jorge alfredo gajardo garcia,N/A,actor,entretenimiento
oscar luis gangas suarez,N/A,humorista;actor;anarquista,entretenimiento
german alejandro garmendia aranis,N/A,youtuber;comediante;cantante;compositor de canciones;escritor,entretenimiento
jorge garrido,N/A,actor;comediante;empresario;productor;libretista,entretenimiento
luis enrique gnecco dessy,N/A,actor;actor de television,entretenimiento
ana maria luisa delicias villela francisca de asis gonzalez olea,N/A,actriz;actriz de cine;actriz de television,entretenimiento
manuel carrasco gonzalez,manolo gonzalez,comediante;actor;actor de television,entretenimiento
dino julio guzman gayoso,dino gordillo,comediante,entretenimiento
gilberto yamil mesias guzman,N/A,actor comico;comediante,entretenimiento
carlos antonio abelardo helo rojas,N/A,actor;humorista,entretenimiento
christian henriquez,N/A,actor;comediante,entretenimiento
roger alexis jara norambuena,huaso filomeno,comediante,entretenimiento
cesar eduardo huispe zuniga,criticas qls,traductor;interprete;critico de cine;critico literario;celebridad de internet;comediante;comunicador;escritor,entretenimiento
felipe pablo izquierdo correa,N/A,actor,entretenimiento
maria paz jorquiera pendola,N/A,comediante,entretenimiento
stefan kramer sole,N/A,comediante;presentador de television;actor de television;guionista;imitador;director de cine;actor de cine;productor de cine,entretenimiento
alejandro javier gonzalez legrand,coco legrand,humorista;comediante;autobiografo,entretenimiento
pamela angeline leiva farias,N/A,actriz;comediante en vivo,entretenimiento
alejandro lira,N/A,actor,entretenimiento
malaimagen,malaimagen,musico;cantante;dibujante,entretenimiento
alison caterina mandel maturana,N/A,actriz;comediante;guionista;directora;cantante,entretenimiento
marcelo valverde,coronel valverde,comediante;podcaster,entretenimiento
nelson alejandro martin meza,gigi martin,humorista,entretenimiento
gabriel maturana,N/A,actor,entretenimiento
mauricio alejandro medina zamorano,el indio,comediante,entretenimiento
juan carlos melendez mackenzie,palta melendez,comediante;actor;actor de television,entretenimiento
melon;melame,melon;melame,comediante,entretenimiento
cesar ricardo meruane meruane,N/A,humorista;tallista,entretenimiento
miguelito humorista,N/A,actor;actor de television,entretenimiento
manuel jorge olivares nunez,mik,payaso,entretenimiento
mauricio omar burgos castillo,N/A,actor;comediante;profesor;transformista,entretenimiento
maria teresa del carmen vasquez leighton,maiten montenegro,bailarina;cantante;comediante,entretenimiento
maria belen mora delano,belenaza,actriz;standup;comediante,entretenimiento
claudio moreno,N/A,actor;comediante;empresario,entretenimiento
daniel patricio munoz bravo,N/A,cantante;actor;actor de television,entretenimiento
luis edgardo navarro balles,lucho navarro,comediante;imitador,entretenimiento
